season,episode,scene,speaker1,speaker2
4,1,43,Jim,Pam
4,1,44,Angela,Dwight
4,1,45,Michael,Pam
4,1,45,Jim,Michael
4,1,45,Dwight,Michael
4,1,45,Jim,Pam
4,1,45,Dwight,Pam
4,1,45,Jim,Dwight
4,1,46,Michael,Pam
4,1,47,Jim,Pam
4,1,47,Michael,Pam
4,1,47,Jim,Michael
4,1,50,Jan,Creed
4,1,52,Jan,Pam
4,1,52,Michael,Jan
4,1,52,Darryl,Jan
4,1,52,Michael,Pam
4,1,52,Darryl,Pam
4,1,52,Darryl,Michael
4,1,53,Dwight,Michael
4,1,54,Dwight,Michael
4,1,54,Michael,Toby
4,1,54,Dwight,Toby
4,1,55,Michael,Oscar
4,1,55,Michael,Creed
4,1,55,Creed,Oscar
4,1,58,Jim,Pam
4,1,59,Michael,Jan
4,1,62,Stanley,Creed
4,1,62,Oscar,Creed
4,1,62,Stanley,Oscar
4,1,63,Dwight,Michael
4,1,65,Jim,Pam
4,1,68,Kevin,Andy
4,1,69,Angela,Dwight
4,1,69,Dwight,Michael
4,1,69,Angela,Michael
4,1,70,Jim,Pam
4,1,71,Kelly,Toby
4,1,73,Jim,Pam
4,1,73,Jim,Michael
4,1,73,Michael,Pam
4,1,75,Meredith,Michael
4,1,76,Michael,Andy
4,1,76,Jim,Michael
4,1,76,Phyllis,Michael
4,1,76,Michael,Pam
4,1,76,Michael,Oscar
4,1,76,Kevin,Michael
4,1,76,Jim,Andy
4,1,76,Phyllis,Andy
4,1,76,Andy,Pam
4,1,76,Andy,Oscar
4,1,76,Kevin,Andy
4,1,76,Jim,Phyllis
4,1,76,Jim,Pam
4,1,76,Jim,Oscar
4,1,76,Kevin,Jim
4,1,76,Phyllis,Pam
4,1,76,Phyllis,Oscar
4,1,76,Kevin,Phyllis
4,1,76,Oscar,Pam
4,1,76,Kevin,Pam
4,1,76,Kevin,Oscar
4,1,78,Michael,Andy
4,1,78,Jim,Andy
4,1,78,Kevin,Andy
4,1,78,Phyllis,Andy
4,1,78,Jim,Michael
4,1,78,Kevin,Michael
4,1,78,Phyllis,Michael
4,1,78,Kevin,Jim
4,1,78,Jim,Phyllis
4,1,78,Kevin,Phyllis
4,1,80,Toby,Pam
4,1,81,Kelly,Toby
4,1,82,Angela,Oscar
4,1,82,Angela,Michael
4,1,82,Kevin,Angela
4,1,82,Angela,Andy
4,1,82,Angela,Meredith
4,1,82,Michael,Oscar
4,1,82,Kevin,Oscar
4,1,82,Andy,Oscar
4,1,82,Meredith,Oscar
4,1,82,Kevin,Michael
4,1,82,Michael,Andy
4,1,82,Meredith,Michael
4,1,82,Kevin,Andy
4,1,82,Kevin,Meredith
4,1,82,Meredith,Andy
4,1,83,Jim,Michael
4,1,85,Dwight,Michael
4,1,85,Stanley,Dwight
4,1,85,Dwight,Oscar
4,1,85,Stanley,Michael
4,1,85,Michael,Oscar
4,1,85,Stanley,Oscar
4,1,88,Phyllis,Michael
4,2,1,Jim,Pam
4,2,2,Michael,Toby
4,2,2,Angela,Michael
4,2,2,Dwight,Michael
4,2,2,Phyllis,Michael
4,2,2,Jim,Michael
4,2,2,Michael,Andy
4,2,2,Kevin,Michael
4,2,2,Michael,Pam
4,2,2,Angela,Toby
4,2,2,Dwight,Toby
4,2,2,Phyllis,Toby
4,2,2,Jim,Toby
4,2,2,Andy,Toby
4,2,2,Kevin,Toby
4,2,2,Toby,Pam
4,2,2,Angela,Dwight
4,2,2,Phyllis,Angela
4,2,2,Jim,Angela
4,2,2,Angela,Andy
4,2,2,Kevin,Angela
4,2,2,Angela,Pam
4,2,2,Phyllis,Dwight
4,2,2,Jim,Dwight
4,2,2,Dwight,Andy
4,2,2,Kevin,Dwight
4,2,2,Dwight,Pam
4,2,2,Phyllis,Jim
4,2,2,Phyllis,Andy
4,2,2,Kevin,Phyllis
4,2,2,Phyllis,Pam
4,2,2,Jim,Andy
4,2,2,Kevin,Jim
4,2,2,Jim,Pam
4,2,2,Kevin,Andy
4,2,2,Andy,Pam
4,2,2,Kevin,Pam
4,2,6,Phyllis,Michael
4,2,6,Michael,Pam
4,2,6,Kelly,Michael
4,2,6,Phyllis,Pam
4,2,6,Phyllis,Kelly
4,2,6,Kelly,Pam
4,2,8,Angela,Dwight
4,2,9,Toby,Pam
4,2,9,Jim,Pam
4,2,9,Jim,Toby
4,2,10,Ryan,Pam
4,2,10,Michael,Pam
4,2,10,Kevin,Pam
4,2,10,Andy,Pam
4,2,10,Michael,Ryan
4,2,10,Kevin,Ryan
4,2,10,Andy,Ryan
4,2,10,Kevin,Michael
4,2,10,Michael,Andy
4,2,10,Kevin,Andy
4,2,14,Michael,Ryan
4,2,14,Dwight,Ryan
4,2,14,Andy,Ryan
4,2,14,Kelly,Ryan
4,2,14,Creed,Ryan
4,2,14,Dwight,Michael
4,2,14,Michael,Andy
4,2,14,Kelly,Michael
4,2,14,Michael,Creed
4,2,14,Dwight,Andy
4,2,14,Dwight,Kelly
4,2,14,Dwight,Creed
4,2,14,Kelly,Andy
4,2,14,Andy,Creed
4,2,14,Kelly,Creed
4,2,15,Michael,Creed
4,2,16,Jim,Pam
4,2,16,Jim,Phyllis
4,2,16,Phyllis,Pam
4,2,18,Michael,Ryan
4,2,20,Kelly,Ryan
4,2,21,Phyllis,Stanley
4,2,22,Kelly,Ryan
4,2,24,Kelly,Ryan
4,2,26,Angela,Dwight
4,2,27,Jan,Pam
4,2,27,Jan,Ryan
4,2,27,Michael,Jan
4,2,27,Ryan,Pam
4,2,27,Michael,Pam
4,2,27,Michael,Ryan
4,2,28,Michael,Jan
4,2,29,Creed,Oscar
4,2,31,Pam,Ryan
4,2,31,Michael,Ryan
4,2,31,Toby,Ryan
4,2,31,Creed,Ryan
4,2,31,Jim,Ryan
4,2,31,Dwight,Ryan
4,2,31,Michael,Pam
4,2,31,Toby,Pam
4,2,31,Creed,Pam
4,2,31,Jim,Pam
4,2,31,Dwight,Pam
4,2,31,Michael,Toby
4,2,31,Michael,Creed
4,2,31,Jim,Michael
4,2,31,Dwight,Michael
4,2,31,Toby,Creed
4,2,31,Jim,Toby
4,2,31,Dwight,Toby
4,2,31,Jim,Creed
4,2,31,Dwight,Creed
4,2,31,Jim,Dwight
4,2,32,Michael,Ryan
4,2,35,Michael,Pam
4,2,36,Michael,Ryan
4,2,36,Kelly,Michael
4,2,36,Kelly,Ryan
4,2,37,Angela,Dwight
4,2,38,Toby,Pam
4,2,38,Jim,Toby
4,2,38,Jim,Pam
4,2,39,Dwight,Michael
4,2,39,Michael,Andy
4,2,39,Dwight,Andy
4,2,41,Angela,Dwight
4,2,42,Angela,Dwight
4,2,43,Kelly,Ryan
4,2,44,Jim,Pam
4,2,45,Michael,Ryan
4,2,47,Stanley,Michael
4,2,47,Michael,Andy
4,2,47,Jim,Michael
4,2,47,Phyllis,Michael
4,2,47,Dwight,Michael
4,2,47,Michael,Ryan
4,2,47,Stanley,Andy
4,2,47,Stanley,Jim
4,2,47,Stanley,Phyllis
4,2,47,Stanley,Dwight
4,2,47,Stanley,Ryan
4,2,47,Jim,Andy
4,2,47,Phyllis,Andy
4,2,47,Dwight,Andy
4,2,47,Andy,Ryan
4,2,47,Jim,Phyllis
4,2,47,Jim,Dwight
4,2,47,Jim,Ryan
4,2,47,Phyllis,Dwight
4,2,47,Phyllis,Ryan
4,2,47,Dwight,Ryan
4,2,49,Creed,Ryan
4,2,50,Dwight,Michael
4,2,51,Kevin,Ryan
4,2,51,Andy,Ryan
4,2,51,Jim,Ryan
4,2,51,Kevin,Andy
4,2,51,Kevin,Jim
4,2,51,Jim,Andy
4,2,52,Dwight,Michael
4,2,53,Dwight,Michael
4,2,54,Pam,Ryan
4,2,56,Dwight,Michael
4,2,57,Dwight,Michael
4,2,58,Dwight,Michael
4,2,59,Dwight,Michael
4,2,60,Ryan,Pam
4,2,62,Dwight,Michael
4,2,63,Michael,Ryan
4,2,63,Michael,Oscar
4,2,63,Jim,Michael
4,2,63,Phyllis,Michael
4,2,63,Oscar,Ryan
4,2,63,Jim,Ryan
4,2,63,Phyllis,Ryan
4,2,63,Jim,Oscar
4,2,63,Phyllis,Oscar
4,2,63,Jim,Phyllis
4,2,66,Jim,Ryan
4,2,68,Michael,Oscar
4,2,68,Ryan,Oscar
4,2,68,Pam,Oscar
4,2,68,Jim,Oscar
4,2,68,Michael,Ryan
4,2,68,Michael,Pam
4,2,68,Jim,Michael
4,2,68,Pam,Ryan
4,2,68,Jim,Ryan
4,2,68,Jim,Pam
4,2,70,Kelly,Michael
4,2,71,Michael,Oscar
4,2,72,Michael,Jan
4,2,74,Michael,Pam
4,2,77,Jim,Dwight
4,2,77,Jim,Pam
4,2,77,Dwight,Pam
4,2,80,Kevin,Creed
4,2,80,Oscar,Creed
4,2,80,Kevin,Oscar
4,3,4,Michael,Andy
4,3,4,Michael,Oscar
4,3,4,Kevin,Michael
4,3,4,Jim,Michael
4,3,4,Andy,Oscar
4,3,4,Kevin,Andy
4,3,4,Jim,Andy
4,3,4,Kevin,Oscar
4,3,4,Jim,Oscar
4,3,4,Kevin,Jim
4,3,6,Jim,Meredith
4,3,7,Michael,Pam
4,3,7,Jim,Pam
4,3,7,Jim,Michael
4,3,9,Dwight,Michael
4,3,9,Jim,Michael
4,3,9,Kelly,Michael
4,3,9,Stanley,Michael
4,3,9,Angela,Michael
4,3,9,Jim,Dwight
4,3,9,Dwight,Kelly
4,3,9,Stanley,Dwight
4,3,9,Angela,Dwight
4,3,9,Jim,Kelly
4,3,9,Jim,Stanley
4,3,9,Jim,Angela
4,3,9,Stanley,Kelly
4,3,9,Angela,Kelly
4,3,9,Stanley,Angela
4,3,11,Phyllis,Stanley
4,3,14,Dwight,Andy
4,3,14,Jim,Andy
4,3,14,Jim,Dwight
4,3,15,Kevin,Angela
4,3,17,Phyllis,Angela
4,3,17,Kevin,Phyllis
4,3,17,Phyllis,Michael
4,3,17,Kevin,Angela
4,3,17,Angela,Michael
4,3,17,Kevin,Michael
4,3,19,Dwight,Andy
4,3,19,Jim,Andy
4,3,19,Andy,Pam
4,3,19,Jim,Dwight
4,3,19,Dwight,Pam
4,3,19,Jim,Pam
4,3,20,Jim,Dwight
4,3,22,Michael,Pam
4,3,22,Kelly,Michael
4,3,22,Michael,Oscar
4,3,22,Angela,Michael
4,3,22,Kelly,Pam
4,3,22,Oscar,Pam
4,3,22,Angela,Pam
4,3,22,Kelly,Oscar
4,3,22,Angela,Kelly
4,3,22,Angela,Oscar
4,3,23,Michael,Jan
4,3,24,Dwight,Andy
4,3,24,Dwight,Meredith
4,3,24,Meredith,Andy
4,3,25,Jim,Michael
4,3,25,Michael,Pam
4,3,25,Jim,Pam
4,3,26,Jim,Dwight
4,3,26,Dwight,Pam
4,3,26,Jim,Pam
4,3,27,Phyllis,Angela
4,3,28,Jim,Darryl
4,3,29,Dwight,Kelly
4,3,29,Dwight,Darryl
4,3,29,Kelly,Darryl
4,3,32,Jim,Michael
4,3,32,Angela,Michael
4,3,32,Dwight,Michael
4,3,32,Jim,Angela
4,3,32,Jim,Dwight
4,3,32,Angela,Dwight
4,3,33,Dwight,Andy
4,3,33,Angela,Dwight
4,3,33,Angela,Andy
4,3,34,Jim,Michael
4,3,37,Jim,Michael
4,3,38,Dwight,Andy
4,3,38,Angela,Andy
4,3,38,Angela,Dwight
4,3,40,Angela,Pam
4,3,42,Michael,Oscar
4,3,42,Stanley,Michael
4,3,42,Angela,Michael
4,3,42,Michael,Andy
4,3,42,Stanley,Oscar
4,3,42,Angela,Oscar
4,3,42,Andy,Oscar
4,3,42,Stanley,Angela
4,3,42,Stanley,Andy
4,3,42,Angela,Andy
4,3,44,Angela,Michael
4,3,45,Dwight,Andy
4,3,46,Stanley,Michael
4,3,46,Kevin,Michael
4,3,46,Michael,Oscar
4,3,46,Kevin,Stanley
4,3,46,Stanley,Oscar
4,3,46,Kevin,Oscar
4,3,48,Phyllis,Angela
4,3,50,Angela,Andy
4,3,52,Michael,Pam
4,3,52,Michael,Oscar
4,3,52,Oscar,Pam
4,3,53,Kevin,Stanley
4,3,53,Stanley,Oscar
4,3,53,Kevin,Oscar
4,3,56,Dwight,Michael
4,3,57,Jim,Michael
4,3,58,Angela,Dwight
4,3,59,Kevin,Jim
4,3,59,Kevin,Michael
4,3,59,Jim,Michael
4,3,60,Angela,Meredith
4,3,60,Angela,Andy
4,3,60,Angela,Dwight
4,3,60,Meredith,Andy
4,3,60,Dwight,Meredith
4,3,60,Dwight,Andy
4,3,62,Pam,Oscar
4,3,62,Michael,Oscar
4,3,62,Jim,Oscar
4,3,62,Kevin,Oscar
4,3,62,Michael,Pam
4,3,62,Jim,Pam
4,3,62,Kevin,Pam
4,3,62,Jim,Michael
4,3,62,Kevin,Michael
4,3,62,Kevin,Jim
4,3,63,Jim,Pam
4,3,64,Michael,Ryan
4,3,65,Angela,Andy
4,3,66,Dwight,Andy
4,3,67,Kevin,Michael
4,3,67,Dwight,Michael
4,3,67,Kevin,Dwight
4,3,68,Michael,Ryan
4,3,68,Dwight,Michael
4,3,68,Dwight,Ryan
4,3,69,Jim,Pam
4,3,70,Angela,Andy
4,3,71,Dwight,Michael
4,3,72,Dwight,Michael
4,3,72,Man,Dwight
4,3,72,Man,Michael
4,3,74,Jim,Dwight
4,3,78,Michael,Pam
4,3,83,Angela,Meredith
4,3,85,Kevin,Oscar
4,3,89,Kelly,Toby
4,3,90,Toby,Oscar
4,4,5,Michael,Pam
4,4,6,Michael,Pam
4,4,8,Michael,Jan
4,4,10,Michael,Pam
4,4,10,Michael,Jan
4,4,10,Michael,Ryan
4,4,10,Jan,Pam
4,4,10,Ryan,Pam
4,4,10,Jan,Ryan
4,4,11,Jim,Dwight
4,4,13,Jim,Dwight
4,4,13,Jim,Pam
4,4,13,Dwight,Pam
4,4,15,Dwight,Pam
4,4,16,Michael,Jan
4,4,18,Angela,Dwight
4,4,20,Kevin,Michael
4,4,20,Kevin,Jim
4,4,20,Kevin,Pam
4,4,20,Jim,Michael
4,4,20,Michael,Pam
4,4,20,Jim,Pam
4,4,22,Jim,Pam
4,4,24,Dwight,Pam
4,4,24,Jim,Dwight
4,4,24,Jim,Pam
4,4,28,Jim,Pam
4,4,29,Jim,Dwight
4,4,30,Stanley,Michael
4,4,37,Jim,Pam
4,4,40,Dwight,Pam
4,4,40,Jim,Pam
4,4,40,Jim,Dwight
4,4,41,Michael,Jan
4,4,42,Dwight,Pam
4,4,42,Jim,Pam
4,4,42,Ryan,Pam
4,4,42,Jim,Dwight
4,4,42,Dwight,Ryan
4,4,42,Jim,Ryan
4,4,43,Michael,Ryan
4,4,45,Michael,Ryan
4,4,45,Jim,Michael
4,4,45,Kelly,Michael
4,4,45,Darryl,Michael
4,4,45,Michael,Creed
4,4,45,Michael,Andy
4,4,45,Michael,Oscar
4,4,45,Kevin,Michael
4,4,45,Michael,Pam
4,4,45,Phyllis,Michael
4,4,45,Stanley,Michael
4,4,45,Michael,Toby
4,4,45,Jim,Ryan
4,4,45,Kelly,Ryan
4,4,45,Darryl,Ryan
4,4,45,Creed,Ryan
4,4,45,Andy,Ryan
4,4,45,Oscar,Ryan
4,4,45,Kevin,Ryan
4,4,45,Pam,Ryan
4,4,45,Phyllis,Ryan
4,4,45,Stanley,Ryan
4,4,45,Toby,Ryan
4,4,45,Jim,Kelly
4,4,45,Jim,Darryl
4,4,45,Jim,Creed
4,4,45,Jim,Andy
4,4,45,Jim,Oscar
4,4,45,Kevin,Jim
4,4,45,Jim,Pam
4,4,45,Jim,Phyllis
4,4,45,Jim,Stanley
4,4,45,Jim,Toby
4,4,45,Kelly,Darryl
4,4,45,Kelly,Creed
4,4,45,Kelly,Andy
4,4,45,Kelly,Oscar
4,4,45,Kevin,Kelly
4,4,45,Kelly,Pam
4,4,45,Phyllis,Kelly
4,4,45,Stanley,Kelly
4,4,45,Kelly,Toby
4,4,45,Darryl,Creed
4,4,45,Darryl,Andy
4,4,45,Darryl,Oscar
4,4,45,Kevin,Darryl
4,4,45,Darryl,Pam
4,4,45,Phyllis,Darryl
4,4,45,Stanley,Darryl
4,4,45,Darryl,Toby
4,4,45,Andy,Creed
4,4,45,Oscar,Creed
4,4,45,Kevin,Creed
4,4,45,Pam,Creed
4,4,45,Phyllis,Creed
4,4,45,Stanley,Creed
4,4,45,Toby,Creed
4,4,45,Andy,Oscar
4,4,45,Kevin,Andy
4,4,45,Andy,Pam
4,4,45,Phyllis,Andy
4,4,45,Stanley,Andy
4,4,45,Toby,Andy
4,4,45,Kevin,Oscar
4,4,45,Pam,Oscar
4,4,45,Phyllis,Oscar
4,4,45,Stanley,Oscar
4,4,45,Toby,Oscar
4,4,45,Kevin,Pam
4,4,45,Kevin,Phyllis
4,4,45,Kevin,Stanley
4,4,45,Kevin,Toby
4,4,45,Phyllis,Pam
4,4,45,Stanley,Pam
4,4,45,Toby,Pam
4,4,45,Phyllis,Stanley
4,4,45,Phyllis,Toby
4,4,45,Stanley,Toby
4,4,49,Andy,Pam
4,4,51,Kevin,Michael
4,4,52,Kelly,Darryl
4,4,53,Phyllis,Stanley
4,4,53,Kevin,Phyllis
4,4,53,Phyllis,Meredith
4,4,53,Phyllis,Oscar
4,4,53,Phyllis,Michael
4,4,53,Phyllis,Pam
4,4,53,Kevin,Stanley
4,4,53,Stanley,Meredith
4,4,53,Stanley,Oscar
4,4,53,Stanley,Michael
4,4,53,Stanley,Pam
4,4,53,Kevin,Meredith
4,4,53,Kevin,Oscar
4,4,53,Kevin,Michael
4,4,53,Kevin,Pam
4,4,53,Meredith,Oscar
4,4,53,Meredith,Michael
4,4,53,Meredith,Pam
4,4,53,Michael,Oscar
4,4,53,Pam,Oscar
4,4,53,Michael,Pam
4,4,56,Kelly,Darryl
4,4,58,Michael,Creed
4,4,60,Michael,Creed
4,4,60,Michael,Oscar
4,4,60,Oscar,Creed
4,4,63,Michael,Oscar
4,4,64,Michael,Oscar
4,4,66,Michael,Oscar
4,4,68,Michael,Oscar
4,4,69,Jim,Dwight
4,4,70,Jim,Pam
4,4,71,Dwight,Pam
4,4,72,Jan,Oscar
4,4,72,Michael,Oscar
4,4,72,Michael,Jan
4,4,76,Jim,Dwight
4,4,77,Jim,Pam
4,4,80,Jan,Oscar
4,4,81,Michael,Jan
4,4,83,Michael,Jan
4,4,84,Dwight,Michael
4,4,85,Michael,Oscar
4,4,87,Michael,Jan
4,4,88,Jim,Andy
4,4,88,Dwight,Andy
4,4,88,Phyllis,Andy
4,4,88,Jim,Dwight
4,4,88,Jim,Phyllis
4,4,88,Phyllis,Dwight
4,4,89,Kevin,Andy
4,4,89,Andy,Oscar
4,4,89,Angela,Andy
4,4,89,Kevin,Oscar
4,4,89,Kevin,Angela
4,4,89,Angela,Oscar
4,4,90,Jim,Pam
4,4,91,Jim,Pam
4,4,92,Jim,Pam
4,4,92,Dwight,Pam
4,4,92,Jim,Dwight
4,5,1,Phyllis,Michael
4,5,3,Jim,Andy
4,5,3,Michael,Andy
4,5,3,Andy,Pam
4,5,3,Jim,Michael
4,5,3,Jim,Pam
4,5,3,Michael,Pam
4,5,5,Michael,Andy
4,5,5,Stanley,Michael
4,5,5,Kevin,Michael
4,5,5,Stanley,Andy
4,5,5,Kevin,Andy
4,5,5,Kevin,Stanley
4,5,7,Jim,Dwight
4,5,10,Dwight,Andy
4,5,11,Michael,Ryan
4,5,14,Michael,David Wallace
4,5,14,David Wallace,Ryan
4,5,14,Michael,Ryan
4,5,15,Dwight,Michael
4,5,15,Jim,Michael
4,5,15,Jim,Dwight
4,5,20,Phyllis,Michael
4,5,20,Phyllis,Andy
4,5,20,Phyllis,Creed
4,5,20,Phyllis,Angela
4,5,20,Michael,Andy
4,5,20,Michael,Creed
4,5,20,Angela,Michael
4,5,20,Andy,Creed
4,5,20,Angela,Andy
4,5,20,Angela,Creed
4,5,22,Phyllis,Michael
4,5,22,Phyllis,Creed
4,5,22,Michael,Creed
4,5,23,Darryl,Michael
4,5,25,Jim,Pam
4,5,26,Darryl,Michael
4,5,27,Michael,Andy
4,5,27,Phyllis,Andy
4,5,27,Phyllis,Michael
4,5,28,Jim,Pam
4,5,29,Jim,Meredith
4,5,30,Jim,Pam
4,5,32,Dwight,Andy
4,5,33,Michael,Pam
4,5,39,Jim,Pam
4,5,40,Kevin,Michael
4,5,42,Michael,Toby
4,5,42,Michael,Pam
4,5,42,Toby,Pam
4,5,43,Jim,Michael
4,5,44,Jim,Michael
4,5,45,Dwight,Michael
4,5,45,Michael,Pam
4,5,45,Dwight,Pam
4,6,5,Dwight,Michael
4,6,5,Stanley,Michael
4,6,5,Stanley,Dwight
4,6,6,Jim,Michael
4,6,6,Stanley,Michael
4,6,6,Jim,Stanley
4,6,8,Stanley,Michael
4,6,9,Oscar,Pam
4,6,12,Jim,Pam
4,6,13,Karen,Michael
4,6,14,Michael,Pam
4,6,16,Dwight,Michael
4,6,16,Jim,Dwight
4,6,16,Dwight,Pam
4,6,16,Jim,Michael
4,6,16,Michael,Pam
4,6,16,Jim,Pam
4,6,17,Jim,Michael
4,6,17,Jim,Dwight
4,6,17,Dwight,Michael
4,6,18,Dwight,Michael
4,6,18,Jim,Michael
4,6,18,Jim,Dwight
4,6,19,Jim,Michael
4,6,19,Jim,Dwight
4,6,19,Dwight,Michael
4,6,21,Jim,Michael
4,6,21,Dwight,Michael
4,6,21,Jim,Dwight
4,6,22,Toby,Oscar
4,6,22,Pam,Oscar
4,6,22,Andy,Oscar
4,6,22,Toby,Pam
4,6,22,Andy,Toby
4,6,22,Andy,Pam
4,6,24,Toby,Andy
4,6,25,Jim,Dwight
4,6,25,Jim,Michael
4,6,25,Dwight,Michael
4,6,26,Kevin,Pam
4,6,26,Oscar,Pam
4,6,26,Phyllis,Pam
4,6,26,Kevin,Oscar
4,6,26,Kevin,Phyllis
4,6,26,Phyllis,Oscar
4,6,27,Stanley,Andy
4,6,28,Dwight,Michael
4,6,28,Jim,Michael
4,6,28,Jim,Dwight
4,6,30,Jim,Michael
4,6,30,Jim,Dwight
4,6,30,Karen,Jim
4,6,30,Dwight,Michael
4,6,30,Karen,Michael
4,6,30,Karen,Dwight
4,6,31,Karen,Jim
4,6,31,Karen,Dwight
4,6,31,Jim,Dwight
4,6,33,Karen,Dwight
4,6,33,Karen,Michael
4,6,33,Karen,Jim
4,6,33,Dwight,Michael
4,6,33,Jim,Dwight
4,6,33,Jim,Michael
4,6,35,Stanley,Michael
4,6,37,Jim,Pam
4,6,37,Jim,Andy
4,6,37,Andy,Pam
4,6,38,Jim,Oscar
4,6,38,Jim,Toby
4,6,38,Jim,Pam
4,6,38,Toby,Oscar
4,6,38,Pam,Oscar
4,6,38,Toby,Pam
4,6,39,Andy,Oscar
4,6,39,Toby,Andy
4,6,39,Andy,Pam
4,6,39,Toby,Oscar
4,6,39,Pam,Oscar
4,6,39,Toby,Pam
4,6,46,Jim,Michael
4,6,46,Dwight,Michael
4,6,46,Jim,Dwight
4,6,47,Jim,Pam
4,6,49,Dwight,Michael
4,6,50,Dwight,Michael
4,6,50,Jim,Michael
4,6,50,Jim,Dwight
4,7,1,Meredith,Toby
4,7,1,Michael,Toby
4,7,1,Meredith,Michael
4,7,3,Toby,Pam
4,7,3,Phyllis,Pam
4,7,3,Phyllis,Toby
4,7,5,Toby,Pam
4,7,6,Michael,Toby
4,7,7,Jim,Michael
4,7,9,Jim,Michael
4,7,11,Jim,Michael
4,7,13,Dwight,Michael
4,7,15,Michael,Pam
4,7,15,Jim,Michael
4,7,15,Jim,Pam
4,7,17,Dwight,Michael
4,7,18,Jim,Angela
4,7,22,Kelly,Michael
4,7,23,Michael,Oscar
4,7,24,Phyllis,Michael
4,7,26,Jim,Angela
4,7,26,Jim,Pam
4,7,26,Angela,Pam
4,7,27,Dwight,Michael
4,7,30,Jim,Oscar
4,7,31,Dwight,Michael
4,7,32,Jim,Meredith
4,7,32,Meredith,Pam
4,7,32,Meredith,Creed
4,7,32,Jim,Pam
4,7,32,Jim,Creed
4,7,32,Creed,Pam
4,7,33,Jim,Creed
4,7,40,Jim,Andy
4,7,46,Kevin,Meredith
4,7,46,Stanley,Meredith
4,7,46,Meredith,Oscar
4,7,46,Meredith,Creed
4,7,46,Jim,Meredith
4,7,46,Kevin,Stanley
4,7,46,Kevin,Oscar
4,7,46,Kevin,Creed
4,7,46,Kevin,Jim
4,7,46,Stanley,Oscar
4,7,46,Stanley,Creed
4,7,46,Stanley,Jim
4,7,46,Creed,Oscar
4,7,46,Jim,Oscar
4,7,46,Jim,Creed
4,7,49,Jim,Toby
4,7,51,Jim,Angela
4,7,51,Jim,Toby
4,7,51,Jim,Pam
4,7,51,Kevin,Jim
4,7,51,Jim,Creed
4,7,51,Jim,Phyllis
4,7,51,Angela,Toby
4,7,51,Angela,Pam
4,7,51,Kevin,Angela
4,7,51,Angela,Creed
4,7,51,Phyllis,Angela
4,7,51,Toby,Pam
4,7,51,Kevin,Toby
4,7,51,Toby,Creed
4,7,51,Phyllis,Toby
4,7,51,Kevin,Pam
4,7,51,Creed,Pam
4,7,51,Phyllis,Pam
4,7,51,Kevin,Creed
4,7,51,Kevin,Phyllis
4,7,51,Phyllis,Creed
4,7,53,Dwight,Michael
4,7,56,Jim,Michael
4,7,57,Michael,Pam
4,7,59,Michael,Pam
4,7,59,Dwight,Michael
4,7,59,Dwight,Pam
4,7,60,Jim,Pam
4,7,60,Dwight,Pam
4,7,60,Jim,Dwight
4,7,61,Dwight,Michael
4,8,1,Michael,Oscar
4,8,1,Kevin,Oscar
4,8,1,Kevin,Michael
4,8,4,Michael,Jan
4,8,5,Michael,Ryan
4,8,6,Michael,Jan
4,8,7,Michael,Ryan
4,8,8,Michael,Ryan
4,8,9,Jim,Darryl
4,8,11,Kelly,Pam
4,8,13,Jim,Pam
4,8,14,Jim,Pam
4,8,18,Jim,Pam
4,8,19,Michael,Toby
4,8,19,Michael,Jan
4,8,19,Jan,Toby
4,8,22,Kevin,Pam
4,8,23,Michael,Jan
4,8,25,Man,Michael
4,8,27,Jim,Meredith
4,8,27,Jim,Dwight
4,8,27,Dwight,Meredith
4,8,28,Jim,Dwight
4,8,30,Man,Michael
4,8,30,Michael,Toby
4,8,30,Man,Toby
4,8,31,Michael,Toby
4,8,32,Michael,Jan
4,8,33,Michael,Toby
4,8,34,Dwight,Pam
4,8,34,Jim,Pam
4,8,34,Jim,Dwight
4,8,35,Michael,Jan
4,8,36,Kelly,Pam
4,8,36,Darryl,Pam
4,8,36,Jim,Pam
4,8,36,Kelly,Darryl
4,8,36,Jim,Kelly
4,8,36,Jim,Darryl
4,8,37,Michael,David
4,8,37,David Wallace,David
4,8,37,Michael,David Wallace
4,8,39,Michael,Jan
4,8,40,Jim,Creed
4,8,41,Jim,Oscar
4,8,41,Pam,Oscar
4,8,41,Stanley,Oscar
4,8,41,Phyllis,Oscar
4,8,41,Angela,Oscar
4,8,41,Jim,Pam
4,8,41,Jim,Stanley
4,8,41,Jim,Phyllis
4,8,41,Jim,Angela
4,8,41,Stanley,Pam
4,8,41,Phyllis,Pam
4,8,41,Angela,Pam
4,8,41,Stanley,Phyllis
4,8,41,Stanley,Angela
4,8,41,Phyllis,Angela
4,8,43,Jim,Andy
4,8,44,Man,Michael
4,8,46,Man,Michael
4,8,46,Michael,Jan
4,8,46,Man,Jan
4,9,1,Stanley,Phyllis
4,9,1,Stanley,Michael
4,9,1,Stanley,Jim
4,9,1,Stanley,Dwight
4,9,1,Phyllis,Michael
4,9,1,Phyllis,Jim
4,9,1,Phyllis,Dwight
4,9,1,Jim,Michael
4,9,1,Dwight,Michael
4,9,1,Jim,Dwight
4,9,3,Dwight,Michael
4,9,3,Dwight,Andy
4,9,3,Michael,Andy
4,9,5,Michael,Jan
4,9,5,Jim,Jan
